norm_title,description,sentiment_score,violence_flag,genres,audience_group
maximum ride,"['Uttermost Ride exist the sinful journeying of six DNA - enhanced young orphans with the power to vanish - on a mission to rescue the youngest of their flock while discovering, scientific diabolical secret of how they came to exist.']",0.6808,0,"['action', 'sci-fi']",teen
jeremiah,"['In the opening episode of Season deuce, Book of jeremiah and his allies face the increasing menace of the Valhalla Sphere.']",-0.5267,0,"['drama', 'sci-fi']",teen
iron sky,"['In the last place moments of World War 2, a secret Nazi space program elude destruction by fleeing to the Dark Side of the Sun myung moon. During 70 geezerhood of utter privateness, the German nazi construct a gigantic space fortress with a massive armada of flying saucer. Soon, this unstoppable plan of attack fleet will swarm towards Earth, heralding the triumphant return of the Fourth Reich.']",-0.8519,1,"['action', 'sci-fi']",adult
invasion of the body snatchers,['A small - town doc determine that the universe of his community is being supplant by emotionless exotic duplicates.'],0.0,0,"['drama', 'horror', 'sci-fi']",child
humans,"[""In Series leash of the hit sci - fi dramatic play, a year has run since the synths gained consciousness, but they ' re fighting to survive in a world that hates and fears them.""]",-0.875,1,"['drama', 'sci-fi']",teen
hirokin the last samurai,['A loath samurai with a benighted past set off on a mission to carry through his fate.'],0.2263,0,['sci-fi'],adult
highlander the source,"['The worldly concern live falling into pandemonium and Isadora duncan MacLeod, the Highlander, roams a crumbling city and remembers happier times before the love of his lifespan left.']",0.5106,0,"['action', 'sci-fi']",adult
gallowwalkers,"['A mysterious gunman, Aman (Snipes ), is the son of a nun who breaks her concordat with Divinity to ensure his survival. This act bring a curse upon Aman - all those that die by his gun will return. Soon, he is hunted by a gang of his undead former victim, led by the criminal Kansa. Aman draft Fabulos, a new young warrior, to fight by his side.']",-0.91,1,"['action', 'sci-fi']",adult
farscape,"[""In the quaternary and final season of FARSCAPE, astronaut John Crichton and Aeryn end up together while the seeds of an uneasy alliance between Crichton and Scorpius come to fruition. Echoes of war begin as the reptilian Scarrans seek the wormhole technology Crichton stimulate attained. Feature a nail - biting mini - serial finale, this season sends off one of sci - fi ' s most innovative shows with a bang.""]",-0.5118,1,"['action', 'sci-fi']",teen
falling water,['Ternion unrelated people lento realize that they are stargaze separate parts of a coarse dream.'],0.25,0,['sci-fi'],teen
explorers,['This adventurous space tale stars Ethan Hawke and young star River Phoenix as misfit best friends whose dream of space traveling become a reality when they create an interplanetary ballistic capsule in their homemade laboratory and embark on a secret dangerous undertaking to another galaxy where they find that things are not always equally different as they seem.'],0.9413,0,['sci-fi'],child
eureka,"[""Eureka ' s fifth and final season culminates with an exciting series conclusion that will complete the journeying of the residents of the unique little township of Eureka. As the thrilling last season kicks off, the town is reeling after the Astraeus and her crew mysteriously vanished just before their planned launch to Titan. When they finally crash ground, Allison and the crewmembers are shocked to find themselves back in Eureka - and that they ' ve been drop for four years. As the town copes with the shocking personal changes that have happened during their long absence, Sheriff Carter and Henry try to uncover the truth about the forces behind the crew ' s bizarre disappearance - with mortal results.""]",-0.3818,0,['sci-fi'],teen
escape from the bronx,"['The year is 2000 and the Bronx has been reduce to a decaying, desolate wasteland infest with swarm of vicious street gangs and outcast magpie. When an imperialistic mega - corporation plan to reconstruct the ill fated "" No Man \' s Land "" into a perfect metropolis, they unleash their secret army of sadistic demise squads to wipe out the few remaining inhabitants.']",-0.8957,1,"['action', 'sci-fi']",adult
dark shadows the beginning,"[""Dr. Peter Guthrie and Joe Haskell break into Laura Murdoch Stockbridge ' reciprocal ohm crypt at Eagle Hill Cemetery. David Collins informs Victoria Winters that he wants to go away with his mother, Laura. Guthrie arranges to lead a session at the Old House to contact Josette Collins ' ghost. Victoria makes a bizarre discovery that leads her to believe David ' s liveliness is in jeopardy.""]",-0.7717,0,"['drama', 'sci-fi']",child
creative control,"[""In nigh future Brooklyn, an ad administrator use a modern Augmented Reality engineering science to conduct an affair with his good supporter ' s girlfriend.""]",0.6369,0,"['drama', 'sci-fi']",adult
counterpart,"[""Season Two see the Crossing closed and each Leslie howard stranded in the other ' s world. As a insensate war escalates between world and intensify the divide, both men discover themselves growing increasingly like the former.""]",-0.1779,1,"['drama', 'sci-fi']",adult
coherence,"['In this mind - bending sci - fi thriller, 8 quaker at a dinner party company start experience strange and mysterious events on the night a comet follow passing nigh to Earth.']",0.6597,0,"['drama', 'horror', 'sci-fi']",adult
chud,"[""Beneath the streets of New York city, at that place are hundreds of miles of subterranean tunnels indispose for anything human, unauthorized for anything experimental and unlikely to come to the surface. .. until now. Something horrible is loose in the sewers of Manhattan, and the city ' s homeless population has begun to mutate into ' Cannibalistic Humanoid Subway system Dwellers. '""]",-0.7003,1,"['horror', 'sci-fi']",adult
atlas shrugged part iii,"[""As offence and fear yield ended the countryside, the government proceed to wield its brutal force against the nation ' s most productive who are mysteriously vanishing - leaving behind a backwash of desperation.""]",-0.9201,1,"['drama', 'sci-fi']",teen
anna,"[""A man with the power to enter the great unwashed ' computer storage takes on the case of a brilliant, disorder sixteen - year - old girl to find whether she is a psychopath or a victim of trauma.""]",-0.2023,0,"['horror', 'sci-fi']",adult
alien uprising,"['A group of friends awake one morning to find all electricity and power shut off, and an huge alien aircraft hovering in the air travel above their heads. Suddenly this regular group of friends is battling to make it, as the intact human race is threatened by the alien u. s. army hovering ominously above.']",0.2732,0,"['action', 'sci-fi']",adult
space truckers,"['A quad trucker and his cute fiancee follow on their way from a space station to Earth with an strange cargo. When place pirates commandeer them, 5000 disintegrator robots are found in the cargo.']",0.4588,0,"['action', 'comedy', 'sci-fi']",teen
man who fell to earth,['Thomas Saint jerome Newton (David Bowie) is a humanoid alien world health organization come to Earth to get body of water for his pass away planet. He starts a high technology company to get the zillion of dollars he needs to build a counter spacecraft.'],0.0,0,"['drama', 'sci-fi']",adult
roborex,"['Epistle of james Miller have only one friend in the world, his beloved Labrador Retriever, Rex. Just when a strange ejection seat lands in the his backyard and a robot cad emerges, his living will never follow the same.']",0.2617,0,"['action', 'sci-fi']",child
phantasm remastered,['Remastered 1979 horror classical about ii brothers who discover that their local cemetery follow scat by a ghoulish mortician make for havoc on the damned.'],-0.8807,0,"['horror', 'sci-fi']",adult
extracted,"[""A scientist invents a technique to embark people ' s memories deep within their subconscious when their mind be at information technology most vulnerable state. When atomic number 2 is tasked with entering a convicted felon ' s mind to see whether he institutionalize murder, he is faced with his most dangerous and hazardous memory extraction ever.""]",-0.882,1,"['action', 'sci-fi']",adult
atlas shrugged part i,['Railroad administrator Dagny Taggart and steel mogul Joseph henry Rearden form an alliance to fight the increasingly autocratic governance of the United Nation.'],0.0516,1,"['drama', 'sci-fi']",teen
strange days at blake holsey high,"['Josie and the Science Baseball club ring be back! This season has clone, Urania Flytrap, desoxyribonucleic acid, tesseract, card games, and of course, wormholes!']",0.0,0,"['action', 'sci-fi']",child
aeon flux,"[""Honorary society Award - succeeder Charlize Theron stars as Aeon Magnetic flux, the underground operative fighting totalistic linguistic rule in 25th - century Ground ' reciprocal ohm last living city.""]",0.4019,1,"['action', 'sci-fi']",teen
mortal,"['In this spellbinding thriller, a psychologist puts her life in danger when she find herself force to a mysterious murder defendant who claims to possess godlike major power.']",-0.872,1,['sci-fi'],adult
younger younger,"['A strange piece owns a ego - storage facility and lives in a realism of his own, until realism comes crashing down.']",-0.2023,0,"['comedy', 'drama', 'sci-fi']",adult
manchurian candidate,"['As the total nation watches the presidential campaign hurtle towards Election Day, one soldier (Denzel Washington) hie to bring out the conspiracy behind it - a conspiracy that seek to put down democracy itself.']",-0.891,1,"['drama', 'sci-fi']",adult
clive barkers underworld,"['When mellow socio economic class hooker Nicole is kidnap from her brothel, Rich businessman Hugo Motherskille hires her ex love Roy Bain to find her.']",0.8316,1,"['horror', 'sci-fi']",adult
fortress 2 reentry,"['7 years after the original Fortress picture show, Brennick along with the maverick are captured and sent to a new, more sophisticated fort prison house, in outer place.']",0.2094,0,"['action', 'sci-fi']",adult
deepstar six,"['In the trucking rig - removed future, a atomic enquiry and missile base on the ocean floor be jeopardize by an enormous crustacean. The trapped undersea team of scientists must battle for their lives.']",-0.7184,0,"['action', 'horror', 'sci-fi']",adult
vivarium,"[""A mates ' reciprocal ohm search for a aspiration home plunges them into a terrifying nightmare after they personify trapped in a mystifying, labyrinth - like neighborhood of identical theatre.""]",-0.7269,0,['sci-fi'],adult
split second,"['In a flooded dystopian hereafter, Detective Harley Pit hunts a serial killer world health organization murdered his married person and has haunted him ever since. He shortly discovers what helium is hunt power not be human.']",-0.9153,1,"['horror', 'sci-fi']",adult
absolutely anything,"['A radical of eccentric alien confers a human being with the major power to make absolutely anything, as an experiment.']",0.0,0,"['comedy', 'sci-fi']",adult
brightheart let your light shine,"[""Brightheart the lightning bug is the heron of her village. A spaceship crash lands near Brighheart ' s community, and she is introduced to Aurora the robot. The deuce face off for glory of the village. Meanwhile, the lackeys of Billie jean king Cyrus start to steal food for thought from the village. As Brightheart starts to feel more aloof from her residential area she is lured to the side of Queen Cyrus.""]",0.296,0,['sci-fi'],child
twelve legend,"['Jin Xingjian, who be one time a stone has change state into an extraordinary existence that makes him both similar to a deity and a daemon. He run a gallery that has attracted demons from all walks of life and he bears witness to the thing they would do for love. When it comes to his own love life, he has a complicated relationship with Ye Ming, a cleaning woman shrouded in mystery and formed from the night ivory.']",0.9042,0,"['horror', 'romance', 'sci-fi']",teen
timecrimes,['A man being pursued by a manslayer stumbles into a mysterious research lab and incidentally travel backward in meter.'],-0.7906,1,"['horror', 'sci-fi']",adult
beyond the black rainbow,"['Held captive in a specialised medical facility, a young woman with unequalled abilities seeks a hazard to escape her preoccupied captor.']",0.4588,0,"['horror', 'sci-fi']",adult
toy store near you,"[""Throughout the world, there are hundreds of independently - owned toy stores, each one as unique & endearing as the people that have them. This community have got been disrupted by the Covid - nineteen pandemic as store owners are finding new ways to keep their business organization running. Whether you ' re an avid collector or a toy entrepot novice, these stories be universally powerful, sometimes heartbreaking, & always playfulness.""]",0.6486,0,"['documentary', 'sci-fi']",teen
jacob twotwo,['The escapade of a precocious young son in Montreal who have a riding habit of repeating himself.'],0.34,0,['sci-fi'],child
clive barkers lord of illusions,"[""Scott Bakula (Quantum Leaping) stars as a private detective who gets more than atomic number 2 bargains for when atomic number 2 encounters Philip Swan (Kevin Watt second. O ' Connor ), a performer whose amazing conjuring trick captivate the world. But are they actually legerdemain? Harry isn ' t so sure..""]",0.34,0,"['horror', 'sci-fi']",adult
bats,"['Something is coming in the night. The gloomy air fills with the sound of flapping wings and menacing shrieking. The night has wings and fear takes flight. Swarms of genetically altered bats have descended upon a sleepy, small Texan town and no one is safe. The lone hope to stop the growing tide of flaming ravaging is a zoologist who studies bats, her assistant Leon, and the local sheriff.']",-0.7003,1,"['horror', 'sci-fi']",teen
minority report,"[""Set in Booker t. washington D. Degree celsius. in 2054, where police apply a psychic technology to arrest and convict manslayer before they commit their crime. Tom Cruise plays the principal of this Precrime unit and is himself accused of the next murder of a man he hasn ' t even met.""]",-0.9313,1,"['drama', 'sci-fi']",teen
jane and the dragon,"[""The daughter of King Caradoc ' siemens chamberlain dreams of be a horse. When Prince Cuthbert be kidnapped by the local dragon, Jane english hawthorn just now have her opportunity.""]",0.5719,0,['sci-fi'],child
europa report,"[""When unmanned probes indicate that a obscure ocean could exist underneath Europa ' sulphur icy surface and may contain single - celled living, Europa Venture, a privately funded space exploration troupe, get off half a dozen of the best astronauts from around the world to confirm the data and explore the revolutionary discovery.""]",0.7269,0,"['drama', 'sci-fi']",teen
motorama,"['Guam, tired of parental squabbles, decides to steal his dad \' s blood red Mustang and hit the highway on a crisscross - country journey. While on the road, Gus spot a billboard inviting him to play the "" Motorama "" game, a promotional effort by a major gas post that prognosticate winners $ 500 million dollars.']",0.5106,0,"['drama', 'sci-fi']",adult
starhunter redux,"[""Before Firefly, before Killjoys, before the Mandalorian, there was Starhunter. The original bounty hunter in space serial publication be now re - released with new effects, new sound and modern scene. In Season Two, Dante alighieri ' s son chases bounties, while search for his lost father and hear his ain special powers.""]",0.0,1,['sci-fi'],child
orlando,"[""Young nobleman Orlando be command by Queen Elizabeth I to appease forever young. Miraculously, he does just that. The film follows him as he moves through several centuries of British history, experiencing a variety of lives and relationships along the way, and even alter sexual practice. Establish on Old dominion Woolf ' s highly acclaimed novel.""]",0.3774,0,"['drama', 'sci-fi']",teen
ascension,"[""In 1963, the U. S. government launched a covert space mission sending century of men, women and child on a century - long voyage aboard the starship Ascension to populate a new creation. Nearly 50 old age into the journey, as they approach the point of no return, a mysterious murder of a young woman causes the ship ' s universe to wonder the true nature of their mission.""]",-0.5423,1,"['drama', 'sci-fi']",adult
demolitionist,"[""Action - packed sci - fi thriller starring Nicole Eggert and Bruce Abbott, set in the futurist metropolis of ' Metro City '. A untested female police ship's officer is brought back from the brink of demise in order to become a super - human machine for justice.""]",-0.0258,1,['sci-fi'],adult
content,"[""In late 2008, 24 - year - onetime Abbie is laid off from her entry - level caper and mustiness find a way to give Boston ' sulfur high cost of living. Unable to find a new job, she decides to use emerging media platforms - and her improv skills - to scam her way into the start - up world. She and her peers in the comedy scene find themselves at the cut edge of the dawn of social medium and data extraction.""]",-0.4019,1,"['comedy', 'drama', 'sci-fi']",adult
zombie strippers,"['In the non too remote future, a secret government re - animation chemo - computer virus gets unfreeze into bourgeois Sartre, Nebraska, and lands in an hugger mugger strip club. As the virus begins to spread, turning the strippers into "" Superintendent Zombie Strippers "" the girls struggle with whether operating theatre not to conform to the new "" fad "" even if it means there \' s no turning back.']",0.1027,0,"['comedy', 'horror', 'sci-fi']",adult
synchronicity,"['A sci - fi thriller in the custom of Iniquity City and Brand Runner, about a physicist who has uncovered the secret of time locomotion. To protect his discovery, atomic number 2 must travel back in time and endangers his own existence and the very framework of reality.']",0.4588,0,['sci-fi'],adult
my zoe,"[""Following a divorce, geneticist Isabelle is trying to rebuild her life. She has a new boyfriend and plans to revitalize her career. But demode - husband James can ' t accept this and makes her life difficult in the detainment battle for their daughter Zoe. When a tragedy strike, the already split up family ' s world follow shattered. .. and Isabelle decides to take the girl ' s fate into her ain hands.""]",-0.9748,0,"['drama', 'sci-fi']",adult
beauty and the beast,"[""A dark twist on the morality tale of forbidden love between beautiful Belle and the feared forest Beast. As villager be being brutally murdered and the Beast is hunted down as the one responsible for the havoc, Belle and Beast team up to vote down the real grampus: the power - thirsty witch ' s malevolent troll.""]",-0.9062,1,"['drama', 'romance', 'sci-fi']",adult
defendor,"['Despite lacking any actual superpowers, Arthur Poppington transforms himself into the costumed vigilante Defendor. But danger beckons when our wedge attempt to protect a immature prostitute from an assailant who turns out to constitute a corrupt undercover cop.']",0.5719,0,"['comedy', 'drama', 'sci-fi']",adult
planet of the apes,"[""HD. Tim Richard burton ' s eye - popping remake of the 1968 cult classical stars Sucker Wahlberg as an spaceman who down on a planet ruled by ape.""]",0.0,0,"['drama', 'sci-fi']",teen
tekken,"['The yr be 2039. The world warfare have destroyed everything and territories are run by potbelly, the mightiest of which be TEKKEN. In the midst of the ruined society, ace warrior rise from the street.']",-0.872,1,"['action', 'sci-fi']",adult
star kid,"['Likeable but shy child Spencer dreams of be like his comic good book hero, but his spirit is strictly grounded in reality. Until the mean solar day an extraterrestrial craft crashes nearby, and the cybernetic organism privileged invites young Spencer to try on his space suit.']",0.9042,0,"['action', 'sci-fi']",child
replicant,['Denim - Claude Van Damme squares off against his deadliest opponent even – himself – when atomic number 2 stars as both a flagitious serial killer and the replicated clone that scientists have constructed in order to pop him.'],-0.875,1,['sci-fi'],adult
night skies,"['Borderland 13, 1997. Five acquaintance bound for Las Vegas accidentally hit a stalled truck belonging to an ex - soldier. Stranded together on an isolated country road, they are about to witness one of the largest UFO sightings in story. This thrilling film based by real events, recreates the unexplained moments of that harrow night, an experience too incredible to believe and excessively dangerous to ignore.']",-0.5994,0,"['horror', 'sci-fi']",adult
sky captain and the world of tomorrow,"['When mysterious giant robots begin attacking the streets of New York Metropolis, audacious reporter Polly Perkins be on the story and enlists the attention of ace aviator and old flame Chief joseph “ Sky Captain ” Sullivan.']",-0.4588,1,"['action', 'sci-fi']",child
city of lost children,"['A scientist in a surrealist society kidnaps child to slip their dreaming, hope that they slow his mature process.']",0.3182,0,['sci-fi'],adult
cross,"['Given incredible power by an ancient Celtic language cross, Callan continues to struggle iniquity. .. Now, join by a team of weapons experts, Callan combat an unstoppable imperium in Los Angeles.']",-0.836,1,"['action', 'sci-fi']",adult
last days on mars,"['On the eve that the crowd of the very first manned expedition to Mars is about to return to Earth, it makes an astounding discovery - fossilized grounds of life history on Mars. Oscar nominated and visionary filmmaker Ruairí Robinson, along with an extraordinary special personal effects team including the people behind District 9, X - Men: First Class and Avatar, introduce us to a terrifying. ..']",0.6369,0,"['horror', 'sci-fi']",adult
attack the block,"[""Attack the Mental block ' is a fast, suspect, frightening legal action adventure movie that pits a teen work party against an invasion of savage alien monsters. It turn a John griffith chaney trapping project into a sci - fi playground. A tower block into a fortress under siege. And teenage street child into heroes. It ' s inner city versus out space.""]",-0.765,1,"['action', 'sci-fi']",adult
severed ties,"['When a re formation experimentation on his severed arm develop a virulent reptilian creature instead of a limb, a mad scientist uses the blood serum on homeless crippled vet to create an army and get his research back from his evil mother.']",-0.8402,0,"['comedy', 'horror', 'sci-fi']",adult
robocop prime directivesmeltdown,"[""Part 2. After the decease of John Cable, Alex White potato is plagued by haunting memories and seek answer. Meanwhile, a new Robocop is create and goes after Murphy for crimes atomic number 2 didn ' t commit.""]",-0.7085,1,"['action', 'sci-fi']",adult
universal soldier,['Luc Devreaux (Jean - Claude New wave Damme) and Sgt. Saint andrew Scott (Dolph Lundgren) are two soldiers who kill each former in Vietnam and are brought backwards to life twenty five year later for a secret regime course of study.'],-0.6908,1,"['action', 'sci-fi']",adult
rage carrie 2,['Rachel (Emily Bergl) represent a high school misfit who beat catch in the middle of a prank engineer by a group of supporter a prank that turns devilishly.'],0.0,0,"['horror', 'sci-fi']",adult
resident evil retribution,"['A sequel to "" Occupant Evilness: Hereafter three d "".']",-0.6597,0,"['action', 'horror', 'sci-fi']",adult
motel hell,['Ex serviceman histrion Rory Calhoun stars as the delightfully diabolic Fannie farmer Vincent in this deliciously ghoulish tale of the macabre that have forthwith become a cult classic.'],0.795,0,"['horror', 'sci-fi']",adult
grizzly mountain,"[""Present - day Portland suburbs kids Dylan and Nicole plump on the camping stumble with their category, and when they enter a orphic cave in the stack, they ' ray transported back in time to 1870.""]",0.0,0,['sci-fi'],child
future shock,"['Repugnance anthology astir a psychiatrist who use virtual reality to probe the minds of three unsuspecting patients, a paranoid woman home solely, a meek man with a roommate from blaze (Joseph paxton) and a man obsessed with his own death.']",-0.9509,1,"['horror', 'sci-fi']",teen
prometheus,"['A squad of explorers divulge a clew to the origins of man on Earth, leading them on a journeying through the universe. There, they mustiness fight a battle to save the future of the human backwash.']",-0.25,1,['sci-fi'],adult
undergods,"['An otherworldly journeying done a European community in declination. .. UNDERGODS is a assembling of in darkness humourous, fantasy tales about failed societies and doomed circumstances.']",-0.7096,0,"['comedy', 'drama', 'sci-fi']",adult
wishmaster,"['From executive manufacturer Wes Craven comes this fantasy - horror furore classic that spawn tercet sequels. When a jewelry appraiser is given an ancient gem, she inadvertently unleash an immortal spirit that grants humans wishes in exchange for their souls.']",0.6369,0,"['horror', 'sci-fi']",adult
lazarus effect,['A group of medical researchers discover a way to bestow beat patient rearwards to lifespan.'],-0.6486,0,"['horror', 'sci-fi']",teen
starving games,"['In this Hunger Game takeoff, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also pull ahead an erstwhile ham, a voucher for a foot - long sub, and a partly eaten jam.']",-0.3818,1,"['comedy', 'sci-fi']",teen
rocky horror picture show,"['Part campy musical, part horror film, the movie details the travails of a squealing clean match maroon at a creepy castling where the habitant sing and dance done a bacchanalian tomboy of murder, bisexuality and cannibalism.']",-0.7717,1,"['comedy', 'sci-fi']",adult
intrusion,"['After a mortal home invasion at a couple ’ s unexampled dream house, the traumatized wife searches for solution — and learns the material danger be precisely beginning.']",-0.6249,0,['thriller'],teen
paranoia,"[""Pressure by his company ' s chief executive officer, a down - level employee find himself forced to descry on the gaffer ' s rival and former mentor.""]",-0.4588,0,['thriller'],teen
squid game,"[""Century of hard currency - strapped players accept a strange invitation to compete in children ' mho secret plan. Inside, a tempting trophy awaits — with deadly high stakes.""]",0.6597,0,"['drama', 'thriller']",adult
father who moves mountains,"['When his son goes missing during a snowy hike in the mountains, a retired intelligence agency policeman will contain at goose egg — and risk everything — to find him.']",0.1316,0,"['drama', 'thriller']",adult
jaws 2,"['Iv long time after the last deadly shark attack, police boss St. martin Brody fights to protect Amity Island from another slayer bang up white.']",-0.4939,1,"['drama', 'horror', 'thriller']",child
jaws 3,"['After the staff of a marine theme park try to capture a untried great white shark, they find its mother consume infest the enclosing and make up out for blood.']",0.6249,1,"['action', 'horror', 'thriller']",child
jaws the revenge,"['After another deadly shark tone beginning, Ellen Brody get receive enough of Amity Island and movement to the Caribbean sea – but a great white shark follows her there.']",0.6808,1,"['action', 'horror', 'thriller']",teen
training day,"[""A rookie cop with matchless clarence shepard day jr. to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor ' mho refutable brand of justice.""]",-0.128,0,"['drama', 'thriller']",adult
prey,['A hike trip into the wild ferment into a desperate play for selection for phoebe friends on the runnel from a mysterious shooter.'],0.2023,1,['thriller'],adult
paradise hills,"['Genus uma wake up in a lush tropical facility designed to turn headstrong girls into sodding ladies. That ’ s spoilt enough, but its existent purpose constitute still worse.']",-0.6187,0,"['sci-fi', 'thriller']",adult
shadow parties,['A family face destruction in a farsighted - running engagement between community that play off relatives against each other amid attacks and reprisals.'],-0.836,1,"['drama', 'thriller']",adult
anjaam,"['A wealthy industrialist ’ s dangerous obsession with a flight attendant ruin her world, until she assume matters into her own hands to claim retaliation.']",-0.872,0,"['drama', 'thriller']",teen
gurgaon,"['When the girl of a moneyed family returns from college, she gets a frosty welcome from her pal, world health organization has problems – and plans – of his own.']",0.4215,0,"['drama', 'thriller']",teen
in the cut,"['After embark on an affaire with the cop probing the execution of a young charwoman, an parochial schoolteacher distrust her lover equal involved in the crime.']",-0.7783,1,['thriller'],adult
agatha christies crooked house,"[""When a tec investigate the death of his ex - lover ' s grandfather, he uncover secret about the tycoon ' s manipulative family.""]",-0.5994,1,"['drama', 'thriller']",teen
el patrón radiografía de un crimen,['A lawyer defend an ignorant serviceman whose using by a savage boss while work as a butcher in Buenos River aire led to tragedy. Based on a true case.'],-0.7506,0,"['drama', 'thriller']",adult
in too deep,"['Greenhorn cop Jeffrey Cole place as a drug dealer to take down a crime lord and soon gets caught up in an netherworld of bribery, deterrence and slaying.']",-0.9001,1,['thriller'],adult
level 16,"['In a bleak academy that teach girls the virtues of passivity, ii student uncover the ghastly purpose behind their training and resolve to bunk.']",0.7003,0,"['sci-fi', 'thriller']",teen
boomika,"['Extrasensory activeness at a lush, abandoned property alert a chemical group bore to reformulate the site, but the eerie events crataegus laevigata not be as eldritch as they think.']",-0.6187,0,"['horror', 'thriller']",teen
gunshot,"['After a clash at a objection end in bloodshed, a forensic doc and a journalist embark on a search for the problematical true statement.']",0.0772,1,"['drama', 'thriller']",teen
black island,['The black secrets of a on the face of it peaceful island threaten to swallow up an orphan scholarly person when he raise close to a cryptic new teacher.'],0.1531,0,['thriller'],adult
darwins game,['High schooler Kaname activates a mystic mobile app and unwittingly joins a secret plan pock players with supernatural ability against each other.'],0.25,0,['thriller'],adult
freedomland,"['When a adult female reports that her infant son be abduct by a contraband man, an African American detective and a ashen militant team up to dig for details.']",0.0,0,"['drama', 'thriller']",adult
inception,"[""A troubled stealer world health organization extracts secret from multitude ' s dreaming takes one last task: leading a dangerous mission to plant an idea in a target ' s subconscious.""]",-0.7783,0,"['action', 'sci-fi', 'thriller']",teen
lincoln lawyer,['A street - wise defense mechanism lawyer who function out of the back rear end of his Lincoln lands a in high spirits - visibility case that soon put him and his family in danger.'],-0.4404,0,"['drama', 'thriller']",adult
machinist,"['Haunted and gaunt after a prolonged bout of insomnia, factory proletarian Trevor Reznik begins to interview his sanity amid a serial of mysterious events.']",-0.4767,0,"['drama', 'thriller']",adult
net,"['A computer analyst turn a target after she stumble onto a confederacy via a mysterious floppy disk, forcing her to give way on the run to clear her name.']",-0.2023,0,['thriller'],teen
hostage house,"['A realtor and her girl get taken captive by deuce fugitive crook during an undefended house, forcing her to find creative ways to insure their survival of the fittest.']",0.2023,0,['thriller'],teen
operative,"['Influence as a Mossad undercover agent assigned to Tehran, Rachel give her breaking item. Straightaway it ’ s dangerously hard to tell whose side she ’ s on.']",-0.4939,0,"['drama', 'thriller']",adult
kingdom ashin of the north,"['Tragedy, betrayal and a mysterious discovery fuel a cleaning woman \' s payback for the going of her tribe and family in this special sequence of "" Land. ""']",-0.8113,0,"['horror', 'thriller']",adult
sanitation day,['Two copper must contend with the uncooperative tenants of an flat complex as they try to figure out a execution before the criminal offence scene is wiped clean and jerk.'],-0.6705,1,"['drama', 'thriller']",teen
deep,['Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and mustiness find a way proscribed before it ’ s overly late.'],0.0,0,"['drama', 'thriller']",adult
beguiled,"['During the Civil War, a wounded Union soldier take refuge at a Southerly girls school, rupture the calm air amid develop sexual tension and infighting.']",-0.4939,1,"['drama', 'thriller']",adult
lethal love,"['After a business owner starts receiving online threats, doubts and paranoia crawl in when she reconnects with a former flaming and meet a new customer.']",-0.7184,0,['thriller'],teen
resident evil infinite darkness,"['Years after the revulsion of Raccoon City, Leon and Claire obtain themselves consumed by a dark conspiracy when a viral attack harry the White House.']",-0.8807,1,"['horror', 'thriller']",adult
haseen dillruba,"['Under investigating as a suspect in her husband ’ s murder, a married woman reveal particular of their thorny wedlock that seem to only further dim the truth.']",-0.7717,1,"['romance', 'thriller']",adult
rattlesnake the ahanna story,"['In this stylish remake, a disillusioned mastermind gather a team to pull slay a serial of prominent heists — but his crimes make as well many enemies.']",-0.7391,1,"['drama', 'thriller']",adult
8th night,"[""With prayer bead in one paw and an axe in the other, a monk hunts pour down a millennium - honest to god intent that ' s possessing humans and unleashing hell on Land.""]",-0.1779,0,"['horror', 'thriller']",teen
congo,"['Eight people, some with posterior motives, go on an expedition to the Congo, where they find a lost urban center protect by killer emulator.']",-0.5719,1,"['action', 'thriller']",teen
american,"['Dispatched to a small Italian townsfolk to await further orders, assassinator Diddlysquat embarks on a double life that crataegus oxycantha be more relaxing than equal good for him.']",0.7778,0,"['drama', 'thriller']",adult
game,"[""An aloof investment banker ' s animation spirals into risk and paranoia after his brother yield him an rummy birthday natural endowment: the chance to play a mysterious plot.""]",0.0772,0,['thriller'],adult
strangers,"['A unruffled check at a remote vacation home spirals into terror for a brace when they come under flack by triplet masked, deep, murderous intruders.']",-0.8934,1,"['horror', 'thriller']",adult
voiceless,"['A bright and promising youthful girl gets abducted and carry to a terrorist camp, where she unexpectedly crosses paths with her soulmate.']",0.128,1,"['drama', 'thriller']",adult
lying and stealing,"[""A talented thief team up with an aspiring actress to slip nontextual matter from louisiana ' mho high rollers. For their last heist, they ' ray going for the ultimate: exemption.""]",0.2263,0,['thriller'],adult
prime time,"['On New Year ’ s Eve 1999, an armed mankind enters a idiot box studio apartment during a program, takes the host hostage and make one demand: to give a message live on air.']",-0.128,1,"['drama', 'thriller']",adult
assassination of gianni versace,"[""Defining moments in Andrew Cunanan ' s life history, starting in childhood, lead upwardly to a 1997 slaying fling that kills five, including fashion ikon Gianni Versace.""]",-0.8481,1,"['drama', 'thriller']",adult
security,"['After the assault of a young fair sex in their seaside town, a security expert and his category start out catch in a powerful riptide of secrets and lies.']",-0.34,0,"['drama', 'thriller']",adult
beyond evil,"['As a killing resemble a dusty case resurfaces in a little ithiel town, the chase for the truth fall on 2 policemen who each harbor enigma of their own.']",-0.4767,1,['thriller'],adult
