norm_title,description,audience_group,genres,sentiment_score,violence_flag,label
aliens stole my body,"[""The Galactic Patrol is on the hunting for Surrogate Rod Allbright ' s body. Now they must team up with old and newfangled friend to stop the eubstance - snatching fiend.""]",child,['comedy'],0.2263,0,1
garfields fun fest,"Garfield has long been the champ at a yearly competition for the funniest comic strip. But this time, Garfield must battle tall, handsome Ramone.",child,['comedy'],0.6428,0,1
scorpio,"['In a chilling scenario of international espionage and intrigue, Cyril lodowic burt Lancastrian line and Alain Delon star as deuce adversaries, one a Carbon. 1. A. agentive role, the other a French assassin hire to defeat him.']",child,"['action', 'drama']",-0.7783,1,1
rabbids invasion,"[""Giant, rambunctious coney have invaded and personify make for havoc on the world. But we ' ll hold to get used to them, because they ' atomic number 75 non going anywhere!""]",child,['comedy'],-0.4102,0,1
sophie a murder in west cork,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,adult,['documentary'],-0.7351,1,0
single ladies senior,Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.,adult,"['drama', 'romance']",0.9442,0,0
muppets most wanted,"['In the midriff of their global tour, the Muppets inadvertently get mixed up in a perilous drama demand a ring of outside jewel thief.']",child,['comedy'],-0.2023,0,1
beauty and the beast,"A dark twist on the morality tale of forbidden love between beautiful Belle and the feared forest Beast. As villagers are being brutally murdered and the Beast is hunted down as the one responsible for the mayhem, Belle and Beast team up to defeat the real killer: the power-hungry witch's malevolent troll.",adult,"['drama', 'romance', 'sci-fi']",-0.9062,1,0
in the electric mist,"While on an investigation into a series of grisly murders, veteran detective Dave Robicheaux (Jones) navigates his way through the Louisiana bayou and the dark, sultry world of New Orleans mobster ""Baby Feet"" Balboni (John Goodman). A tangled web of killings, past and present, converges in a shocking showdown with stakes that become deeply personal to Robicheaux and his family.",adult,"['drama', 'horror']",-0.9042,1,0
rajnigandha,"A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings.",child,"['comedy', 'drama']",0.0,0,1
princess switch,"['When a downwards - to - earth Chicago bread maker and a shortly - to - be princess discover they search like twin falls, they hatch a Noel plan to trade in places.']",child,"['drama', 'romance']",0.3612,0,1
30 minutes or less,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.,adult,"['action', 'comedy']",0.296,0,0
remix hip hop x fashion,This documentary profiles Black visionaries in fashion who rewrote narratives on the runway and turned hip-hop style into a global phenomenon.,adult,['documentary'],0.0,0,0
gun runners,Two roaming Kenyan bandits attempt to change the course of their lives by exchanging their rifles for running shoes.,child,['documentary'],0.0,0,1
first team juventus,Follow renowned soccer club Juventus on and off the pitch as they attempt to win a seventh straight Italian title and achieve Champions League glory.,child,['documentary'],0.9118,0,1
sense8,"From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.",adult,['drama'],-0.4118,0,0
lilyhammer,"After testifying against the Mafia, ex-gangster Frank Tagliano enters witness protection and asks to be sent to Norway.",adult,"['comedy', 'drama']",0.0,0,0
saras notebook,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife.",adult,"['drama', 'thriller']",-0.8126,1,0
zo zo zombie miniseries,"Zo Zo Zombie is our undead hero who, with his best [human] friend Isamu, is just trying to do some good in this world but somehow always ends up in pieces. Literally.",child,"['action', 'comedy']",0.7876,0,1
antar son of shadad,"Learning he is the grandson of a famous knight, a young man hilariously fights a rival gang to win over the most beautiful woman in the tribe.",adult,['comedy'],0.7425,1,0
santa claws,"When a gift sack full of kittens gives Santa a bad allergic reaction, the kitties have to take over and deliver the presents on time.",child,['comedy'],-0.4215,0,1
rock the kasbah,"When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",adult,['comedy'],0.6908,0,0
willy wonka the chocolate factory,Zany Willy Wonka causes a stir when he announces that golden tickets hidden inside his candy bars will admit holders into his secret confectionary.,child,['comedy'],0.2023,0,1
rucker50,This documentary celebrates the 50th anniversary of the Harlem sports program that has inspired countless city kids to become pro basketball players.,child,['documentary'],0.7845,0,1
snoop dogg presents the bad girls of comedy,"Hilarious veteran women of comedy are hand picked by Snoop for their rare and raw true comedy talent and Bad Girl perspective. Starring: Tiffany Haddish, April Macie, Cookie Hull, Monique Marvez and Luenell. Copyright 2012 Laugh Out Loud Comedy, Inc. distributed by lolflix, Inc. filmed during the Laugh Out Loud Comedy Festival.",adult,['comedy'],0.9786,0,0
oprah presents when they see us now,"['Oprah Winfrey talks with the discharge man once love as the Central Park Basketball team, positive the cast and manufacturer who tell their story in "" When They See U. ""']",child,['documentary'],0.4215,0,1
romantik komedi,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",adult,"['comedy', 'romance']",0.2732,0,0
uncle p,"[""Doorknocker / multi - millionaire Phosphorus. Miller go the defender of his sister ' s three children - all of whom necessitate a father figure in their life.""]",child,['comedy'],0.0,0,1
conjuring 2,"After her daughter unwittingly releases a malevolent spirit in their house in London, a woman enlists the Warrens' help to confront the evil presence.",adult,['horror'],-0.4019,1,0
full out,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.",child,['drama'],0.3612,0,1
papillon,"After being framed and ultimately imprisoned on Devil's Island, Henri ""Papillon"" Charrière (Charlie Hunnam) forms a pact with Louis Dega (Rami Malek) to finance his escape.",adult,"['action', 'adventure', 'drama']",-0.3182,0,0
layla m,"In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam.",adult,['drama'],0.0,0,0
nature snow monkeys,"[""From pebibyte - In the glacial valleys of Nihon ' s Shiga Highlands, a troop of snow monkeys make their way and raise their families in a complex society of rank and privilege where each knows their place. With their confident leader to guide them and their families to shelter and care for them, this troop of snow monkeys is ready to front the world.""]",child,['documentary'],0.886,0,1
dog who saved christmas,"[""The Balustrade family ' s newly adopted and crafty canine, Zeus (voiced by Mario Lopez) saves it home plate from ii flub thieves while the mob is away at Christmas.""]",child,"['action', 'comedy']",-0.5106,0,1
oggy and the cockroaches,"[""Wimpy blue cat Oggy would wish nothing more than to snooze, simply he ' s perpetually bothered by the three ugly roach who cause invade his household.""]",child,['comedy'],-0.7964,0,1
just say yes,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.,adult,"['comedy', 'romance']",0.6597,0,0
dance academy the comeback,"['In this adaptation of the television series, Tara recovers from injury and pursues a vocation in the U. South. , where she grapples with love and professional rejection.']",child,['drama'],-0.2732,0,1
barbie life in the dreamhouse,['Join blond icon Barbie and her fab friends as their behind - the - view adventure are expose in this animated Web series.'],child,['comedy'],0.8779,0,1
nova bird brain,['Scientists screen avian aptitude and challenge construct of intelligence operation with examples ranging from puzzle - solving crows to parrots with a sense of time.'],child,['documentary'],0.5267,0,1
evening shadows,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",child,['drama'],0.3612,0,1
only mother to you all,"Raising her large family alone after her husband's death, Ina searches for work and finally lands the most unlikely job: president of the Philippines.",child,['comedy'],-0.7096,1,1
burning,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,adult,['drama'],-0.4939,0,0
growing up coy,"Filmmakers follow a Colorado family's highly public battle for the rights of their transgender daughter, Coy, in a landmark civil rights case.",child,['documentary'],-0.3774,0,1
been so long,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,adult,['drama'],-0.4603,0,0
arctic dogs,"When he stumbles upon evil Otto Von Walrus's scheme to melt the Arctic, ambitious delivery fox Swifty assembles a ragtag crew to protect the planet.",child,['comedy'],0.0772,0,1
get in,"When he returns from vacation and finds his home occupied by squatters, a family man is caught in a conflict that escalates to terrifying heights.",adult,['thriller'],-0.7184,0,0
carrie pilby,"A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",adult,"['comedy', 'drama']",0.3818,1,0
cliffhanger,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",adult,['action'],0.5106,0,0
city of tiny lights,"In moody London, a burned-out sleuth sinks into a world of corruption and murderous romance when he tackles a mysterious case of a missing sex worker.",adult,"['drama', 'thriller']",-0.6486,1,0
conversations with a killer the ted bundy tapes,"Present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer Ted Bundy.",adult,['documentary'],-0.9022,1,0
maza pati karodpati,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.,child,"['comedy', 'romance']",0.8658,0,1
mine 9,A methane explosion leaves a group of miners trapped two miles deep into the earth with a small oxygen supply and desperate for any means of survival.,adult,['drama'],-0.6908,1,0
45 rpm,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.",adult,['romance'],0.6908,0,0
dance dreams hot chocolate nutcracker,"['This documental spotlights Debbie Allen stewart konigsberg \' s career and follows her grouping of dance bookman as they train for Allen \' s one year "" Hot Chocolate Nutcracker. ""']",child,['documentary'],0.0,0,1
yeh meri family,"['In the summer of 1998, centre child Harshu balances school, family, friendship and other challenge of grow up.']",child,['comedy'],0.5994,0,1
end game,"['Face an inevitable outcome, terminally ill patient meet over the top medical practitioners look for to change our approach to life and end.']",child,['documentary'],-0.7717,1,1
price of success,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",adult,['drama'],0.6705,0,0
stanford prison experiment,"Conducting a study on the psychology of incarceration, a Stanford professor assigns guard and prisoner roles to 24 male test subjects in a mock jail.",adult,"['drama', 'thriller']",-0.743,0,0
prince of peoria,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,child,['comedy'],0.0,0,1
healing powers of dude,"['When an eleven - year - quondam male child with societal anxiousness upset starts middle school, he finds strength in a seedy emotional support dog named Beau.']",child,"['comedy', 'drama']",0.4767,0,1
dance moms miami,"Dance Moms: Miami will go behind-the-scenes at Miami-based Stars Dance Studio, where the school's owners and renowned contemporary dance instructors Victor Smalley and Angel Armas teach, train and choreograph.",child,"['documentary', 'drama']",0.0,0,1
teen patti,"['Luck brings together math expert Perci Trachtenberg and obscure ace Venkat Subramaniam in a casino, simply the fundament of chance whitethorn be utterly altered when their old world chat lead Subramaniam to try a new theory in the gambling dens of Bombay.']",child,"['drama', 'thriller']",0.25,0,1
lovesong,"Best friends Sarah and Mindy share an unexpected moment while on a road trip. Years later, the two struggle to reconnect before a wedding.",adult,"['drama', 'romance']",0.802,0,0
gunpowder milkshake,"When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate — and reunites a gun-wielding sisterhood.",adult,"['action', 'comedy']",-0.3182,1,0
jack goes home,"After his father is killed in a car crash, Jack travels home to Colorado to help nurse his mother (who was injured in the crash) back to health. There, he uncovers long buried secrets and lies within his family history, his parents, his friends and his very identity.",adult,['horror'],-0.7845,1,0
feel good,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety.",adult,"['comedy', 'drama', 'romance']",0.296,0,0
chair,"At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",adult,"['comedy', 'drama']",-0.5106,0,0
jailbreak,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.,adult,['action'],-0.8591,1,0
extremely wicked shockingly evil and vile,Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.,adult,['drama'],0.6249,1,0
lego jurassic world the indominus escape,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?,child,['comedy'],0.1406,0,1
zandalee,"Zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. When their passions grow wild, it proves to be too hot for any of them to handle.",adult,['drama'],0.8591,0,0
oggy oggy,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,child,['comedy'],0.9508,0,1
alone in berlin,"After learning of their son's death on the battlefield, a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.",adult,['drama'],-0.9169,1,0
atomic puppet,"['Captain Atomic – once a superhero, now a sock marionette – can only when trigger his great power with the help of Joey, his new mate and biggest fan.']",child,['comedy'],0.6124,0,1
who killed malcolm x,"Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",adult,['documentary'],0.2023,0,0
axone,"In Delhi, friends from Northeast India prepare a pungent delicacy for a wedding party, sparking conflict and comedy with their unaccustomed neighbors.",adult,"['comedy', 'drama']",0.7184,0,0
unnatural selection,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",adult,['documentary'],0.25,0,0
sky rojo,A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.,adult,['action'],-0.765,0,0
stepfather 2,"After escaping the insane asylum in which he was incarcerated, the Stepfather impersonates a marriage counselor and manages to win over a patient and her young son.",adult,['horror'],0.3182,0,0
speed cubers,"[""This documentary entrance the extraordinary twist and bit in the journeys of Rubik ' s Cube - solving paladin Grievous bodily harm Parkland and Feliks Zemdegs.""]",child,['documentary'],0.5267,0,1
trip to spain,Comedians Steve Coogan and Rob Brydon gorge on local delicacies and celebrity impressions as they reunite for a hilarious road trip through Spain.,adult,['comedy'],0.296,0,0
yunus emre,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",child,['drama'],0.0,0,1
least expected day inside the movistar team 2019,"Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.",adult,['documentary'],-0.25,0,0
amar akbar tony,"The brotherly bond between three childhood friends – one Sikh, one Muslim and one Catholic – is tested by the often comic absurdities of adulthood.",adult,"['comedy', 'drama']",0.4767,0,0
ask the doctor,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",child,['documentary'],0.6597,0,1
all the bright places,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,adult,"['drama', 'romance']",0.0772,0,0
fun mom dinner,"Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy.",adult,['comedy'],0.0,0,0
graduate,"['Hollywood darlings Dustin Dustin hoffman, Anne Bancroft and Katharine Betsy griscom ross create i outrageous love triangulum in this groundbreaking American cinema classic.']",child,"['comedy', 'drama']",0.7579,0,1
sentinelle,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",adult,"['action', 'drama']",-0.8442,1,0
alma matters,"Alumni of India’s elite academic institutes share the harsh realities, pleasant surprises and transformative journeys of their college experiences.",adult,['documentary'],0.5423,0,0
christopher robin,"Now a careworn middle-aged man, Christopher Robin goes on a familiar adventure when his old pal Winnie the Pooh brings him to the Hundred Acre Wood.",child,"['comedy', 'drama']",0.3182,0,1
burning plain,"From writer/director Guillermo Arriaga comes THE BURNING PLAIN, a romantic mystery about a woman on the edge who takes an emotional journey back to the defining moment of her life. Oscar-winner Charlize Theron plays Sylvia, a beautiful restaurant manager whose cool, professional demeanor masks the sexually charged storm within. When a stranger from Mexico confronts her with her mysterious past, Sylvia is launched into a journey through space and time that inextricably connects her to these disparate characters, all of whom are grappling with their own romantic destinies. In Mexico, a young motherless girl, Maria (Tessa Ia), lives happily with her father and his best friend until a tragic accident changes it all. In the New Mexico border town of Las Cruces, two teenagers, Mariana (Jennifer Lawrence) and Santiago (JD Pardo), find love in the aftermath of their parents' sudden deaths. In an abandoned trailer, a housewife, Gina (Oscar-winner Kim Basinger), embarks on a passionate affair that will put Sylvia and the others on a collision course with the explosive power of forbidden love.",adult,['drama'],0.9698,1,0
nail bomber manhunt,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator.",adult,['documentary'],-0.4939,0,0
four seasons,"[""Three middle - aged duet holiday in concert every season until one of the piece dump his wife for a younger woman, pitch the chemical group ' s dynamics.""]",child,"['comedy', 'romance']",0.2732,0,1
killing them softly,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",adult,['drama'],-0.4404,0,0
playback,"A group of high school students digging into their town's dark past unearth a chilling secret, releasing an evil spirit that possesses its victims in this frightening thriller featuring Christian Slater.",adult,['horror'],-0.836,0,0
end of watch,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence.",adult,['action'],-0.6249,1,0
thi mai,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",adult,"['comedy', 'drama']",0.7351,0,0
drive by,"This film is based on a true story about gang life on the streets of Chicago. Ceasar, a young teen, seeks acceptance and membership into the Brotherhood, a gang lead by his older brother, Kiko. Set on breaking the family gang cycle, Kiko fights to keep Ceasar away from a life of crime and violence while others set out to destroy an entire family and the Brotherhood.",adult,"['action', 'drama']",-0.8402,1,0
hero and the terror,"A murderer (Jack O'Halloran) escapes from an institution, determined to destroy the cop who sent him away, Chuck Norris. Norris must anticipate ""The Terror's"" next move, knowing deep down he will have to face this homicidal beast alone.",adult,"['action', 'drama']",-0.802,1,0
48 christmas wishes,"[""When a little township ' s alphabetic character to Santa by chance go upward in smoke, 2 elves speculation out of the North Pole to retrieve every missing indirect request.""]",child,['comedy'],-0.2263,0,1
waterschool,"[""Sise untried women, who each experience skinny one of Earth ' mho major rivers, contribution how the Waterschool environmental education program has impacted their lives.""]",child,['documentary'],0.296,0,1
lodgers,"Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage.",adult,['horror'],-0.7615,1,0
jeff who lives at home,30-year-old slacker (Jason Segel) finds his true destiny as he helps his brother (Ed Helms) stalk his possibly cheating wife in this offbeat comedy about fate and family.,adult,"['comedy', 'drama']",0.5106,0,0
natural selection,"As the new kid, a shy high school senior finds himself tormented by all his peers except one. But his new friend has a dark, infectious outlook.",adult,['drama'],0.5859,0,0
children of the night,A schoolteacher teams up with with a priest to stop a town being overrun by vampires.,adult,['horror'],-0.296,0,0
ainsley eats the streets,Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity.,child,['documentary'],0.0,0,1
pieces of a woman,"A heartbreaking home birth leaves a woman grappling with the profound emotional fallout, isolated from her partner and family by a chasm of grief.",adult,['drama'],-0.7845,0,0
miss virginia,"Determined to give her son a private school education, a single mother in the inner city uses all her resources to try to effect change in the system.",adult,['drama'],0.34,0,0
mountain,"['Featuring breathtaking imagery and thought - provoking narration, this film require tv audience to the tiptop of some of the domain ’ s most amazing sight.']",child,"['action', 'documentary']",0.796,0,1
tarung sarung,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",child,"['action', 'drama']",0.3182,1,1
kite,"In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border.",adult,"['drama', 'romance']",0.0,0,0
another forever,"Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track.",child,['drama'],-0.1779,1,1
why we fight the battle of russia,"[""This installment of Hotdog Capra ' s herald documentary series highlighting the need for a Russo - American alliance to shoot down the Nazi.""]",child,['documentary'],-0.4588,0,1
sons of sam a descent into darkness,"The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult.",adult,['documentary'],-0.5719,1,0
children of the corn,"A young couple (Linda Hamilton, Terminator 2, and Peter Horton, thirtysomething) find themselves stranded in the rural town of Gatlin, Nebraska, where they encounter a mysterious religious sect of children. The horror grows to a blood-curdling climax as the two new visitors learn the horrifying secret behind the prospering corn fields. Based on the classic short story by Stephen King.",adult,['horror'],-0.8126,1,0
stander,"The life and career of Andre Stander, a South African police officer turned bank robber.",adult,"['action', 'drama']",-0.5574,0,0
dreamer,"A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",child,['drama'],0.7717,0,1
masters of the universe revelation,"['After a fateful battle geological fault Eternia, Teela and an unlikely alinement must forbid the end of the Universe in this continuation to the ’ 80s classic.']",child,"['action', 'sci-fi']",-0.3612,0,1
duchess,"Katherine's a single mom juggling her career, her tween daughter, her relationship with her boyfriend — and pondering getting pregnant with her ex.",adult,['comedy'],0.0,0,0
booba,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",child,['comedy'],0.4497,0,1
born racer,"In this all-access pass, IndyCar champion Scott Dixon and his team navigate the risks on the road in the quest to win it all.",adult,['documentary'],0.765,0,0
this little love of mine,A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,child,['romance'],0.3818,0,1
jane and the dragon,"[""The daughter of Queen Caradoc ' atomic number 16 chamberlain dreams of being a knight. When Prince Cuthbert is nobble by the local dragon, Jane may exactly have her probability.""]",child,['sci-fi'],0.5719,0,1
home for christmas,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.",adult,"['comedy', 'romance']",-0.4404,0,0
siddhant,['A principled mathematics teacher follow shocked to discover that his grandson use unethical means to achieve academic winner.'],child,['drama'],-0.2263,0,1
suite française,"Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home.",adult,"['drama', 'romance']",-0.1027,1,0
nobel son,"On the eve of Barkley Michaelson's father receiving the Nobel Prize, Barkley is kidnapped and the requested ransom is the $2,000,000 in Nobel Prize money. When his father refuses to pay it starts a venomous tale of familial dysfunction, lust, betrayal and ultimately revenge.",adult,"['comedy', 'drama']",-0.5859,0,0
anitta made in honório,"In this intimate documentary, Brazilian pop queen Anitta opens up about fame, family and her fierce work ethic, revealing the woman behind the hits.",adult,['documentary'],0.4404,0,0
kartini princess of java,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.,child,['drama'],0.0772,0,1
midnight gospel,"Traversing trippy worlds inside his universe simulator, a space caster explores existential questions about life, death and everything in between.",adult,['comedy'],-0.5994,1,0
charité at war,"In 1943, the staff at Berlin's Charité hospital struggle against the effects of World War II and the Nazi regime, including eugenic medical practices.",adult,['drama'],-0.7351,1,0
adjusters,"An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him.",child,['drama'],-0.0258,1,1
jaws 2,"['Iv years after the last deadly shark flak, police chief Dino paul crocetti Brody fights to protect Amity Island from another killer great white.']",child,"['drama', 'horror', 'thriller']",-0.4939,1,1
12th man,"Based on true events, this story follows a Norwegian saboteur’s harrowing struggle to reach safety after escaping a Nazi attack during World War II.",adult,"['action', 'drama']",-0.5267,1,0
operation proposal,"[""On Yi - seul ' s wedding day, her champion Baek - ho wishes he could rick back time to tell her helium loves her. Soon he go a hazard to change everything.""]",child,['romance'],0.8591,0,1
no secrets,"Three teenage girls – each with her own personal """"problem"""" – are sent by their parents to spend spring break alone in the country, away from the city. Their solitary vacation is interrupted by the arrival of a smooth, enigmatic fugitive, who teaches each of them something about themselves.",adult,['drama'],-0.4939,0,0
auschwitz blueprints of genocide,Newly released KGB files expose evidence proving how architects and engineers conspired with the Nazis to build a camp designed for genocide.,child,['documentary'],-0.1531,0,1
bhai vyakti ki valli uttarardh,"['The 2d installment of P. L. Deshpande ’ s biopic explores the Mahratti humorist ’ s political journeying, philanthropic endeavors and personal life.']",child,['drama'],0.0,0,1
nova black hole apocalypse,"['Astrophysicist picture how black pickle mightiness hold answers to how the universe evolved, contribute to life history on Earth and, ultimately, the human race.']",child,['documentary'],0.0,0,1
akbar birbal,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India.",child,"['comedy', 'drama']",0.5719,1,1
room,"Kidnapped, confined to a tiny room and raped, a young woman gives birth to a son. When he reaches his fifth birthday, she begins plotting an escape.",adult,['drama'],-0.5719,0,0
outrageous vacation videos,"Clip show made from home videos from people's personal collections of extreme, funny and dangerous vacations.",child,['documentary'],-0.0516,0,1
old thieves the legend of artegios,"While carrying out prison sentences, five notorious thieves in Mexico City share their principles, preferred methods and respect for the craft.",adult,['documentary'],-0.6124,0,0
goosebumps 2 haunted halloween,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",child,['comedy'],-0.296,0,1
chud,"Beneath the streets of New York city, there are hundreds of miles of subterranean tunnels unfit for anything human, unauthorized for anything experimental and unlikely to come to the surface... until now. Something horrible is loose in the sewers of Manhattan, and the city's homeless population has begun to mutate into 'Cannibalistic Humanoid Underground Dwellers.'",adult,"['horror', 'sci-fi']",-0.7003,1,0
stunt school,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,child,['comedy'],-0.1027,0,1
hangar 1 the ufo files,Researchers add context and clarity to UFO mysteries and conspiracy theories as they unpack clues in a trove of files covering decades of sightings.,child,['documentary'],-0.1779,0,1
things we lost in the fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",adult,['drama'],0.6124,0,0
and then came lola,"In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time.",adult,['comedy'],0.2023,0,0
black site delta,"After discovering that their secret military prison is under attack by terrorists, a ragtag group of inmates does their best to neutralize the enemy.",adult,['action'],-0.8689,1,0
top gear the perfect road trip italy,"Once again, Clarkson and Hammond are seeking joy and perfection with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine. As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a car race on the island of Capri.",child,['documentary'],0.9851,0,1
little singham kaal ki tabaahi,['Kaal comprise backward – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon ’ siemens plan to wreak mayhem on terra firma?'],child,['comedy'],-0.8837,1,1
prohibition a film by ken burns and lynn novick,"Ken Burns's documentary traces the passage of the 18th Amendment, the social and legal effects of prohibiting alcohol, and the repeal of Prohibition.",child,['documentary'],0.128,0,1
light sleeper,"John Letour (Dafoe) is a good man in a bad business, working for Ann (Sarandon) on the wrong side of the law, and he wants out. Will he get out before it's too late?",adult,['drama'],-0.5719,0,0
raising victor vargas,A suave teen sets his sights on a girl who seems beyond his reach. But his game can't be confined to his tiny apartment and family's old-school values.,adult,"['drama', 'romance']",0.6808,0,0
ugly truth,"A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",adult,"['comedy', 'romance']",-0.5106,0,0
harvey street kids,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",child,['comedy'],0.3612,0,1
total drama,"['Heartwarming present moment are interspersed with backstabbing, scheming, sabotage and broken alliance in this animated travesty of reality show competitions.']",child,['comedy'],-0.5267,1,1
cats dogs the revenge of kitty galore,['Cats and dogs mustiness set aside their divergence and merge animal instincts when Kitty Galore decides to claw her way to global domination.'],child,['comedy'],-0.0516,0,1
wrong kind of black,"In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination.",adult,"['comedy', 'drama']",-0.4019,0,0
clouds of sils maria,"A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",adult,['drama'],0.6918,0,0
future of water,['A look at the deeply intertwined history of humanity and fresh water reveals looming challenge that could upend tycoon structures around the world.'],child,['documentary'],0.2732,0,1
