norm_title,description,genres,audience_group
wrong side raju,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.,['drama'],adult
wwii report from the aleutians,Filmmaker John Huston narrates this Oscar-nominated World War II-era film about life among the U.S. soldiers protecting Alaska’s Aleutian Islands.,['documentary'],child
wyatt earp,"Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.",['action'],teen
xx,This four-part anthology of short horror films features stories that include some traditional themes but all are shown from a female point of view.,['horror'],adult
xxx,A notorious underground rush-seeker deemed untouchable by the law is coerced into cooperating with the government to infiltrate a Russian crime ring.,['action'],teen
xxx state of the union,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.",['action'],teen
y tu mamá también,"When rich teens Tenoch and Julio meet the alluring, older Luisa, they try to impress her with stories of a road trip, then convince her to join them.",['drama'],adult
ymi yeh mera india,"The lives of a middle-aged soap opera addict, an ambitious career woman, a fervent activist and nine others from different walks of Indian life intersect in Mumbai. But this vibrant melting pot threatens to bubble over with bias and bigotry.",['drama'],adult
yaara o dildaara,The patriarch of a wealthy family with one industrious son and one who's a playboy arranges for the marriage of one to the woman the other loves.,['drama'],teen
yamla pagla deewana 2,"Up to his old tricks, con man Dharam poses as a millionaire to get his younger son married to the daughter of a wealthy businessman.","['action', 'comedy']",teen
yanda kartavya aahe,"Thanks to an arranged marriage that was designed to make an ailing grandmother happy, newlyweds Rahul and Swati are virtually strangers. Can a four-day honeymoon make a difference when it comes to the couple's feelings about each other?","['comedy', 'drama']",child
يوم الدين,"A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost.",['drama'],teen
yeh meri family,"In the summer of 1998, middle child Harshu balances school, family, friendship and other challenges of growing up.",['comedy'],child
yellowbird,"An orphaned bird tags along with a flock on their long migration to Africa and becomes a hero when his newfound ""family"" runs into trouble.",['comedy'],child
yes or no,"Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her.",['romance'],child
yes or no 2,"No longer university girls, Kim and Pie face new hurdles in their relationship, including work, new friends and other distractions.",['romance'],child
yes or no 25,"Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door, bringing up past heartaches and new attractions.",['romance'],child
yoga hosers,"With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis.","['comedy', 'horror']",teen
you cant fight christmas,"After stepping in to revitalize his family's hotel, a money-minded businessman clashes with the hotel's cheery, Christmas-loving decorator.","['comedy', 'romance']",child
you carry me,"A soap opera producer, director and makeup artist each face wrenching family turmoil, from teen rebellion and marital infidelity to Alzheimer's.",['drama'],adult
you changed my life,"Laida and Miggy think they've found perfect happiness with each other, until their burgeoning careers force them into a long-distance relationship.","['comedy', 'drama']",child
young adult,"When a divorced writer gets a letter from an old boyfriend announcing his wife's had a baby, she returns to her hometown to reconnect with her ex.","['comedy', 'drama']",adult
yours mine and ours,"When a father of eight and a mother of 10 prepare to wed, the couple's children attempt to sabotage the union in this remake of a 1968 comedy.",['comedy'],child
اشتباك,"Amid the tumult following Egyptian President Morsi's ouster, demonstrators from divergent backgrounds are brought together inside a police truck.",['drama'],teen
yunus emre,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",['drama'],child
zed plus,A philandering small-town mechanic's political ambitions are sparked when the visiting prime minister mistakenly grants him special security clearance.,"['comedy', 'drama']",adult
zenda,A change in the leadership of a political party sparks bitter conflict and the party's division into two rival factions.,['drama'],teen
zindagi gulzar hai,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.","['drama', 'romance']",child
zinzana,"Recovering alcoholic Talal wakes up inside a small-town police station cell, where he's subject to the mind games of a psychotic sadist.","['drama', 'thriller']",adult
zodiac,"A political cartoonist, a crime reporter and a pair of cops investigate San Francisco's infamous Zodiac Killer in this thriller based on a true story.","['drama', 'thriller']",adult
zombie dumb,"While living alone in a spooky town, a young girl befriends a motley crew of zombie children with diverse personalities.",['comedy'],child
zombieland,"Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.","['comedy', 'horror']",adult
zoom,"Dragged from civilian life, a former superhero must train a new crop of youthful saviors when the military preps for an attack by a familiar villain.",['comedy'],child
zubaan,"A scrappy but poor boy worms his way into a tycoon's dysfunctional family, while facing his fear of music and the truth about his past.",['drama'],teen
zoe,"ZOE tells a tale of forbidden love between an engineer and a robot. ZOE (Léa Seydoux) and COLE (Ewan McGregor) are colleagues and veiled lovers at a lab working to perfect romantic relationships. But their relationship is threatened when Zoe discovers the truth about their relationship, sending them into a spiral of confusion, betrayal and the most intense of human emotions, love.",['sci-fi'],adult
zo zo zombie miniseries,"Zo Zo Zombie is our undead hero who, with his best [human] friend Isamu, is just trying to do some good in this world but somehow always ends up in pieces. Literally.","['action', 'comedy']",child
zandalee,"Zandalee has grown bored with her poet-turned-businessman husband and has an affair with his best friend. When their passions grow wild, it proves to be too hot for any of them to handle.",['drama'],adult
youre not you,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,['drama'],adult
xchange,A man learns the danger of a new technology that allows people to transport their minds into a waiting body at their chosen destination when his body is taken over by a terrorist.,['sci-fi'],adult
would i lie to you,"On the third season of 'Would I Lie to You?' there is a new host, Rob Brydon, who joins regular team captains David Mitchell and Lee Mack David Mitchell. Together, they have to work out whether their celebrity guests are telling true stories from their weird and wonderful lives, or spinning a tall tale based on a lie given to them by the production team.",['comedy'],child
world war ii when lions roared,"At the Tehran and Yalta Conferences, the strong personalities of three of the world's most powerful leaders threaten their fragile alliance. This riveting historical drama portrays the precarious relationship between Franklin D. Roosevelt, Winston Churchill and Joseph Stalin at the pivotal moments when the final strategies of the war hung in the balance.",['drama'],teen
words on bathroom walls,"Diagnosed with a mental illness, a witty, introspective teen falls in love with a brilliant classmate who inspires him to open his heart and not be defined by his condition.",['drama'],teen
wonders of mexico,"Mexico is rich in culture and ablaze with color. Discover the hidden underworlds, diversity of life, and a mosaic of vast landscapes that create a festival of life. Includes: Forests of the Maya, Mountain Worlds, and Burning North.",['documentary'],child
woman of desire,"A yacht captain, Jack Lynch, is accused of murdering his boss and raping the victim's wife, Christina Ford. Nothing is how it first appears. Jack seeks the help of veteran attorney Walter J. Hill to help prove his innocence.",['drama'],adult
wizard of loneliness the,"Twelve year old Wendell is a confirmed cynic, sent to his grandparents Vermont farm during World War II. His only desire is to steal enough money to run away, until his loving grandparents, and young Aunt Sybil involve him in their lives.",['drama'],teen
wilder napalm,"Two brothers with the secret power of starting fires with their minds, reunite after years apart, only to find conflict with their differing lifestyles.","['comedy', 'sci-fi']",teen
why we fight,"Winner of the 2005 Grand Jury Prize at the Sundance Film Festival, Eugene Jarecki's groundbreaking documentary dissects the political, economic and historic reasons behind our increasingly aggressive military strategy since the end of World War II.",['documentary'],teen
whitechapel,"This season sees the team confronted by twisted, gothic murders that reach right into their fears and superstitions. Someone is killing suspected witches; flayed bodies suggest someone is more interested in the victims' skin than in their death; and the sewers of Whitechapel threaten the team with an additional layer of horror. Who or what is really behind the evil that surfaces in Whitechapel?",['drama'],teen
where love found me,"Daring escapes, hilarious stunts and danger turn a Hollywood director's world upside down when he meets a band of street kids living in the slum. Inspired by true events and filled with laughter and faith, Where Love Found Me invites you to experience the adventures of street life and reimagine the meaning of family.","['action', 'drama']",teen
where hands touch,"When the daughter of a white German mother and an African father meets a member of the Hitler Youth - compulsory for all Aryan boys in 1944 Germany, they must battle against the fates laid out before them during the most brutal of times.",['drama'],teen
when did you last see your father,"Based on the award-winning novel, When Did You Last See Your Father? is an unflinching exploration of a father/son relationship, as Blake Morrison (Colin Firth) deals with his father Arthur's (Jim Broadbent) terminal illness and imminent death.",['drama'],teen
whats up in space the solar system for kids,"What's Up In Space? is a refreshing series that introduces young learners to the solar system. These fascinating topics are presented at a developmentally appropriate level, using a combination of live action, colorful illustrations and computer created animations. Each program answers important questions in a fun, innovative style. An award-winning series used in classrooms and households.",['documentary'],child
we need to talk about kevin,"In this Golden Globe nominated psychological thriller, Oscar winner Tilda Swinton plays the mother (Eva) of the evil Kevin (Ezra Miller). Eva contends with her clueless husband (John C. Reilly) and her son's malevolent ways, as the narrative builds to a chilling and unforgettable climax.","['drama', 'horror']",adult
wayne,"Wayne is the gritty and sometimes bloody tale of WAYNE (Mark McKenna), a 16 year-old Dirty Harry with a heart-of-gold, who sets out on a dirt bike to Ocala, Florida with his new crush DEL (Ciara Bravo) to take back the 1979 Trans-Am that was stolen from his father before he died.",['drama'],adult
watermelon man,"When racist white insurance agent Jeff Gerber wakes up one morning to discover that his skin has turned black, he experiences bigotry first hand as his family, neighbors, and employers react to his transformation. Now suffering from the effects of racial discrimination, Jeff must reassess his priorities in life.",['comedy'],adult
waiting for lightning,"This is the inspirational story of Danny Way, a young boy from a broken home whose passion for skateboarding would one day bring him fame and a lifetime of accomplishments. A visionary skateboarder whose love of big air in half-pipes and on gigantic ramps have garnered him fame and fans around the world, Way decides to attempt the impossible: jump China's Great Wall on a skateboard.",['documentary'],teen
wahlburgers,Wahlburgers follows the Wahlbergs in the city that witnessed their rags-to-riches story as they plan to make their restaurant a success in Boston and beyond.,"['documentary', 'drama']",child
waco madman or messiah,The raid of Mount Carmel develops into a 51-day stand-off between the Branch Davidians and the FBI. A direct line of communication is established between FBI negotiators and David Koresh on the inside.,['documentary'],teen
vows of deception,"When a prominent lawyer is found murdered, his wife is promptly arrested and charged with the crime. She swiftly accuses her stepson, with whom she claims to be having an affair. This sheds enough reasonable doubt to get her case dismissed on grounds of a mistrial, but three years later, prosecutors arrest and charge her again. Will she be so lucky on her second go?",['drama'],teen
voice from the stone,"Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother.",['drama'],adult
visit to a chiefs son,"An anthropologist (Richard Mulligan) takes his son with him on an African safari to view the secret rituals of the Massai tribe. Une xpectedly, the tribe will teach his aloof son important and humanizing lessons about life.",['drama'],child
virginia,"A single mother struggles to raise her son Emmett while dreaming of escaping her small Southern boardwalk town. Her long time affair with the very married, Mormon Sheriff Richard Tipton is thrown into question when he decides to run for public office. Things are further complicated when Emmett begins a romantic relationship with Tipton's daughter.",['drama'],adult
violets are blue,Two former high school sweet-hearts (Sissy Spacek and Kevin Kline) are reunited after fifteen years and discover they are still in love.,"['drama', 'romance']",teen
vikings,"Season six returns following the battle between brothers which has left Bjorn as the new leader of Kattegat. But Bjorn struggles to fill his late father’s shoes. And Ivar meets his match in Prince Oleg, a ruthless and unpredictable Russian ruler!","['action', 'drama']",teen
vietnam secret negotiations that ended the war,"While the war raged on, Henry Kissinger, national security advisor to President Nixon, and Lê Duc Tho, member of Vietnam's Politburo, held secret meetings in France. This award-winning film features exclusive interviews and undisclosed recordings of what happened between two men who were worlds apart. How do historians explain the massive air offensive that followed weeks after peace was signed?",['documentary'],teen
victorian farm,Historian Ruth Goodman and archaeologists Alex Langlands and Peter Ginn go back in time to relive the day-to-day life of a Victorian farmer.,['documentary'],teen
very superstitious with george lopez,"In Very Superstitious with George Lopez, George goes across the country to cities and small towns to show the many ways we're all alike... through our superstitions.","['documentary', 'drama']",teen
vatican miracle examiner,"Two priests charged with traveling the world to validate ""miracles"" find themselves tangled in events filled with deceit. As members of the Assembly of Saints, Robert Nicholas and Kou Hiraga seek the truth behind the supposed works of God.",['drama'],teen
uq holder,"With his powers awakened,Tota's life gets more interesting when he joins a secret society fellow immortals: UQ Holder.","['action', 'adventure']",teen
underworld scandal,"Returning for their final film in the Big Town series, crusading newspaper editor Steve Wilson (Reed) and his girl Friday Lorelei Kilbourne (Brooke) come to the aid of wayward teenage boys by paroling them under his care. Steve attempts to set up jobs and a Youth Center for the boys, putting five of them on a basketball team. However, local gangsters soon use the center to hide their ill-gotten gains and try to throw a basketball match with the boys, aided by one of the boys, Tommy. After one of Tommy's fellow miscreants is killed, Tommy amends his ways and helps put the gangsters away for good with Steve and Lorelei's help. Look for former Our Gang members ""Alfalfa"" Switzer and Tommy ""Butch"" Bond as two of the teenage hoodlums.",['drama'],child
under the power,"Yuan Jinxia, a talented female constable of Department Six, gets to know Lu Yi, a member of Embroidered Uniform Guard, and start to work with him to find the lost government funds. As time goes by, the two fall in love with each other, however the past of their families builds up a wide gap between them. Finally they are able to overcome the difficulties and be together.","['drama', 'romance']",teen
under the boardwalk the monopoly story,"""Under the Boardwalk"" looks into how the classic board game of Monopoly has become a worldwide cultural phenomenon, people who collect anything and everything Monopoly, and follows the colorful players who come together to compete for the coveted title of Monopoly World Champion.",['documentary'],child
uncle,"The series picks up a year later, and Andy is no longer gigging or writing songs, having resigned himself to work at Carpet Brothers. He's boozing and drugging heavily. Because of the restraining order, he meets Errol in secret and the only contact they have is eating junk and playing video games in his depressing flat.",['comedy'],teen
uncabaret,"UnCabaret pushes comedy to the edge! The Hollywood Reporter calls the legendary show that launched the alternative comedy movement ""A radical comedic conspiracy...outrageously funny!"" Each show features established stand-up performers, special musical guests and some of the brightest new talent from shows like SNL, Chelsea Lately and Curb Your Enthusiasm. Episodes are taped at the weekly live showin a swanky little club in Downtown Los Angeles. At UnCabaret the acts keep it real, telling the awesome truth.",['comedy'],adult
ultimate fight,"When martial arts champion Pinoy travels to America, his fighting skills are put to the test when he is forced into sudden street combat against fierce members of the Crazy Dragons gang. Pinoy saves the life of Jesse. Their friendship is put to the test when the two must protect what they cherish the most and summon all their martial arts strength for an action packed ultimate fight to the death.","['action', 'drama']",adult
ufo hunters,A team of experts travels to the sites of reported UFO encounters to conduct in-depth investigations regarding the incidents.,['documentary'],child
ufo files,"UFO Files delves into the phenomena of unidentified flying and submerged objects, close encounters with alleged extraterrestrial life, and alleged military and government cover-up conspiracies.",['horror'],child
two weeks to live,"Abner believes he only has two weeks to live and takes on dangerous jobs, including piloting a rocket ship to Mars. Coupled with this is a bomb in a violin case, the foiling of a Nazi spy plot, and a haunted house. Breakneck pace with sight gags galore.","['action', 'comedy']",child
twenty bucks,"This multi-character comedy follows the path of a single twenty dollar bill in a city neighborhood,focusing on various holders and their intertwining stories, including two convenience store robbers, an estranged father and daughter and a young newlywed couple. Featuring performances by Elisabeth Shue, Christopher Lloyd, Linda Hunt and Spalding Gray.","['comedy', 'drama']",adult
turquoise fever,"Turquoise Fever follows the Otteson family of Tonopah, Nevada, as they mine for turquoise in the unforgiving Great Basin Desert. They risk blistering heat, dangerous explosions, and treacherous slopes in their quest to unearth the elusive blue stone.","['action', 'drama']",child
tuff turf,"Morgan Hiller (James Spader), recently transplanted from an East Coast prep school where he was a known troublemaker, hopes to make a fresh start at his new school in Los Angeles.","['action', 'comedy', 'drama']",adult
true colors,"While Tim dreamed of working in the Justice Department, Peter aspired to be a high-powered political player - at any cost.",['drama'],adult
tropic thunder,"Ben Stiller, Jack Black and Robert Downey Jr. lead an ensemble cast in 'Tropic Thunder,' an action comedy about a group of self-absorbed actors who set out to make the most expensive war film.","['action', 'comedy']",adult
trois 3 the escort,"When a hip-hop promoter is bailed out of a hefty debt by a club owner, he becomes one of her call boys and nearly loses his life in the process.",['drama'],adult
transit,The camping trip was meant to reunite the Sidwell family...it's not. When they are hunted and terrorized by violent bank robbers their very survival will depend on working together.,"['action', 'drama']",adult
trading paint,"A down and out stock car racing legend (John Travolta) is drawn back to the dirt track when his son (Toby Sebastian), an aspiring driver, joins a rival racing team, which sparks an intense and dangerous competition between father and son.","['action', 'adventure']",adult
top gears top 41,"Jeremy Clarkson, Richard Hammond, James May and occasionally The Stig, have created some of the most memorable moments on TV in the past 10 years. Top Gear's Top 41 will take you on a journey through their favorite moments from the past 19 seasons, including the very best of the races, the challenges, the road-trips, and the often slightly ridiculous stunts.",['documentary'],child
top gear the perfect road trip italy,"Once again, Clarkson and Hammond are seeking joy and perfection with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine. As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a car race on the island of Capri.",['documentary'],child
top gear ambitious but rubbish,"This compilation show presented by Richard Hammond takes a look back at Top Gear's most famous creations from the past 21 seasons. Relive many of the greatest and boldest endeavors in all their splendor, including the Train-Cars, James' Caravan Airship, the Hammerhead Eagle-i Thrust and the Hovervan.",['documentary'],child
tomorrow when the war began,Tomorrow When the War Began is a new film about seven college bound friends who return from a weekend camping trip to discover that a foreign army has invaded their Australian homeland.,"['action', 'adventure']",adult
tom sawyer huckleberry finn,"Tom Sawyer and his pal Huckleberry Finn have great adventures on the Mississippi River, pretending to be pirates, attending their own funeral and witnessing a murder.","['action', 'drama']",teen
to catch a thief,Stars Cary Grant as a former thief suspected of a new series of crimes and Grace Kelly as the woman who romances him.,['drama'],child
till human voices wake us,"Dr. Sam Franks, is travelling home to bury his father in the Australian town where he was raised. It is a journey that forces him to confront the memories of a long-ago summer/",['drama'],adult
ticker,"When a mad bomber (Dennis Hopper) descends on San Francisco, it's up to two men to uncover his plot and find the massive bomb hidden somewhere in the city.","['action', 'adventure']",adult
tick tock,A wealthy man becomes suspicious of his younger wife and hires a private detective in time to thwart her plans to have him killed.,"['action', 'drama']",adult
thunder alley,"Richie, a farm boy, achieves his dream of becoming a rock star as the lead vocalist and guitarist for an up-and-coming rock group. However, Richie and the band are constantly tempted by this exciting lifestyle of easy sex and dangerous drugs.",['drama'],adult
threesome,"What happens when three friends have a threesome and one of them gets pregnant? Now there's a baby on board, irrepressible couple Alice, Mitch and their gay best friend Richie have put their hedonistic lifestyle on hold and are attempting to take their new responsibilities completely seriously. One thing's for sure, they all adore baby Lily. The rest they're still working on.",['comedy'],adult
thomasine and bushrod,"Set in New Mexico during the years 1912-1915, a fictional black ""Bonnie and Clyde""-type race through the Southwest in their ancient jalopies, shooting lawmen and sharing the riches with poor blacks, whites, and Native Americans alike. One avenging sheriff, determined to bring the pair in, pursues them relentlessly.","['action', 'romance']",child
think like a dog,"After a 12-year-old tech prodigy's science experiment goes awry, he forges a telepathic connection with his best friend and dog, Henry, in this whimsical family comedy.",['comedy'],child
things we lost in the fire,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",['drama'],adult
them,"THEM is a limited anthology series that explores terror in America. The first season, 1950s-set COVENANT centers around a Black family who move from North Carolina to an all-white Los Angeles neighborhood during the period known as The Great Migration. The family’s idyllic home becomes ground zero where malevolent forces, next door and otherworldly, threaten to taunt, ravage and destroy them.","['drama', 'horror']",teen
yellow birds,"Alden Ehrenreich, Tye Sheridan and Jennifer Aniston star in this explosive wartime story about the bonds of friendship and the hard truth of the battlefield.",['drama'],adult
work and the glory,"Recently moved to upstate New York from the comfort of their Vermont homestead, the Benjamin Steed family makes their way into the established social structure of Palmyra. In their attempt to settle peacefully into the new community they find the help that they have hired to clear their land is at the center of a religious controversy - a controversy that threatens to tear the family apart.","['drama', 'romance']",child
woman in black 2 angel of death,"40 years after the first haunting at Eel Marsh House, a group of children evacuated from WWII London arrive, awakening the house's darkest inhabitant.",['horror'],teen
winslow boy,"When a young boy claims he was expelled for something he didn't do, his father sacrifices everything to defend his family's honor. Based on Terence Rattigan's celebrated play, adapted and directed byDavid Mamet.","['drama', 'romance']",child
wicker man,"When a young girl mysteriously disappears, police sergeant Howie travels to a remote Scottish island to investigate. But this pastoral community, led by the strange Lord Summerisle, is not at all what it seems.",['horror'],adult
wedding year,A commitment-phobic 27-year old's relationship is put to the test when she and her boyfriend attend 7 weddings in the same year.,['comedy'],adult
vast of night,"In the twilight of the 1950s, on one fateful night in New Mexico, a young switchboard operator Fay (Sierra McCormick) and charismatic radio DJ Everett (Jake Horowitz) discover a strange audio frequency that could change their small town and the future forever.","['drama', 'sci-fi']",teen
underground railroad,"Coming soon to Prime Video: May 14. The Underground Railroad follows Cora, a young enslaved woman who embarks on a heart-wrenching, history bending journey to freedom, while being pursued by a dangerous slave catcher, Ridgeway. On her strenuous journey of growth and perseverance, Cora encounters a mysterious subterranean railroad, and the timeless truths about what it means to be Black in America.",['drama'],adult
ultimate legacy,A self-absorbed young man is challenged to grow a conscience and change his ways in order to receive an inheritance from his grandmother.,['drama'],child
true adventures of wolfboy,"A coming of age journey about a boy with an illness that causes hair growth over the entirety of his face and body. After a disastrous carnival experience, he goes in search of his mother who abandoned him at birth. In the wilds of New Jersey he finds fast friends, but is pursued by an enigmatic carnival owner, and a police officer enlisted by his father.","['action', 'drama']",teen
tesla files,"In ""The Tesla Files,"" a new investigation driven by declassified CIA documents suggests a secret history of bitter rivalries, government conspiracies, Cold War and WW2 spycraft.",['documentary'],child
tall man,"Darkness has descended over the northwestern town of Cold Rock. One by one, its children are disappearing. They leave behind neither clues nor credible witnesses, but instead a legend, a story cloaked in shadows passed from neighbor to neighbor... And with it, a building sense of terror which threatens to devour what's left of the community itself.",['horror'],adult
swap,Early DeNiro film casts him as a New York film editor working on a documentary about Nixon and spending a weekend with rich friends Warren and Mickey. Crawford enters their lives and proceeds to disrupt everyone,['drama'],adult
stoned age,Joe and Hubbs are a pair of rockers who are on a quest for 'chicks'. This is the tale of their adventures over one night.,['comedy'],adult
spirit of christmas,"12 days before Christmas, Kate is trying to close the sale of a historic inn, only to find Daniel, the ghost of a man who died a century ago, and he needs her help to unravel the mystery of his annual holiday haunting.","['comedy', 'drama', 'romance']",child
souvenir,"In this exquisite story of first love, a young woman falls into an intense, emotionally fraught relationship with a charismatic but untrustworthy man.","['drama', 'romance']",adult
snow queen,"A heart-warming story of friendship and the triumph of love over evil. When Gerda and her mother take in penniless street urchin Kay, powerful forces come into play that will take both children on a magical journey and test their friendship to the extreme.",['action'],child
secret of roan inish,Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,['drama'],child
ruins,"Based on the terrifying best-seller by Scott Smith, ""The Ruins"" follows a group of friends who become entangled in a brutal struggle for survival after visiting a remote archaeological dig in the Mexican jungle where they discover something deadly living among the ruins.",['horror'],adult
royle family,"A documentary in which Shaun Ryder, Jimmy McGovern, Paul Abott and Paul Heaton pay tribute to Craig Cash and Caroline Aherne's sitcom. With celebrity guests JK Rowling, Peter Kay, Johnny Vegas, Noel Gallagher and Richard and Judy, who recollect some of their favorite moments from past episodes.",['comedy'],child
romantics,"Oscar winner Anna Paquin and Katie Holmes lead an all-star cast in The Romantics: a generational ""dramedy"" about friendship, rivalry and loyalty.","['comedy', 'drama']",teen
road to fame,"A unique coming-of-age story with Chinese characteristics, The Road to Fame chronicles the staging of the American musical Fame – China's first official collaboration with Broadway – by the senior class of the Central Academy of Drama. Raised in one-child families, these ambitious youngsters aspire to become tomorrow's megastars as they are about to graduate from their prestigious institution.",['documentary'],child
real macaw,"An ancient talking macaw named Mac becomes the saving grace for an elderly man threatened with a nursing home, when it is discovered that the talking bird knows the whereabouts of a buried treasure from its days with a pirate. His grandson decides to go off on the hunt only to discover that a resort now exists where the treasure is buried.",['action'],child
program,"An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",['drama'],adult
prisoner,A cop goes undercover to infiltrate a deadly prison where a team of mercernaries is being assembled.,"['action', 'drama']",adult
parallax view,"Warren Beatty is a news reporter who, along with seven others, witnesses the assassination of a political candidate.",['drama'],adult
paradise,"The doors re-open to The Paradise a year after the dramatic events that saw Moray declare his love for Denise and lose The Paradise after breaking off his engagement. But the spurned Katherine has since married - a mysterious, brooding ex-military man with a troubled history. Although she seems to be starting her life anew, her passion for Moray threatens to draw her back into a love triangle.","['drama', 'romance']",child
painted hills,"Lassie to the rescue in this family story set in the 1870's. After years of prospecting, Jonathan finally strikes gold. He returns to town only to discover that his partner has since died and left Tommy fatherless. He decides to leave Shep (played by Lassie) with Tommy to cheer him up.","['adventure', 'drama']",child
out of towners,"The top candidate for a prestigious promotion at his company's corporate headquarters in New York City, George, accompanied by his wife Gwen is all set to take a bite out of The Big Apple.",['comedy'],child
odd couple,"Two divorced men decide to share a New York apartment. Fussy Felix, fastidious to a fault. He proves that cleanliness is next to insanity. And Oscar, who wreaks havoc on a tidy room with the speed and thoroughness of a tornado.","['comedy', 'drama']",child
new yorker presents,"From award-winning filmmaker Alex Gibney's Jigsaw Productions, Amazon Prime Video presents a groundbreaking new series that brings America's most award-winning magazine, The New Yorker, to the screen with documentaries, short narrative films, comedy, poetry, animation, and cartoons from the hands of acclaimed filmmakers and artists. Produced by Jigsaw Productions and Condac Nast Entertainment.",['documentary'],adult
myth of fingerprints,"The adult children of a conservative New England family return home for Thanksgiving weekend and find themselves forced to come to grips with their family's dysfunction. The prime difficulty comes from the fact that their parents, particularly their already taciturn and enigmatic father, are rapidly distancing themselves from their children.","['comedy', 'drama', 'romance']",adult
musketeers,"After four years at war, the Musketeers return to a Paris seething with violence and poverty. A seemingly indifferent King has entrusted his affairs to corrupt new Governor of Paris, Philippe Feron. Ordered to the heart of this urban powder keg, the Musketeers are charged with preventing catastrophe. Still, they have their own battles to fight.","['action', 'drama']",teen
moonstone,"A fresh adaption of English literature's first great detective novel. ""The Moonstone"" centers on the theft of a cursed but priceless diamond. The charismatic Franklin Blake must solve the disappearance of the Moonstone in order to win back the woman he loves, the beautiful, principled and independent Rachel Verinder.",['drama'],child
monster squad,"Dracula, the Wolf Man, the Gill-Man, the Mummy, and the Frankenstein Monster are in hot pursuit of a mysterious amulet that will allow their return and only the movie-loving kids in the neighborhood Monster Club can stop them!","['action', 'comedy', 'horror']",teen
missing lynx,A group of animals look for a way off of an eccentric billionaire's own personal Noah's Ark.,['action'],child
menendez murders erik tells all,"For the first time in over a decade, Erik Menendez opens up with his most in-depth interview to date in ""The Menendez Murders: Erik Tells All.""",['documentary'],teen
men who built america,"Discover the accomplishments of John D. Rockefeller, Andrew Carnegie, and other titans of industry in this engrossing documentary series with a difference. Commentary from present-day business superstars offer insightful modern perspectives on each man's life and times, all revealed through a seamless blend of movie-quality reenactments and fascinating archival material.",['documentary'],child
marksman,Chechen rebels take over a Russian nuclear plant and it's up to a mysterious agent (Snipes) to stop them.,['action'],adult
man who knew bush,"The privileged life of George W. Bush, the 43rd president, told by a distant relative.","['comedy', 'documentary']",child
lowe files,"The Lowe Files follows Rob Lowe and his two sons, Matthew and John Owen, as they travel through the country to explore infamous unsolved mysteries.","['documentary', 'drama']",child
liberation of lb jones,A Southern lawyer uncovers the truth about a slain undertaker.,"['drama', 'romance']",adult
last of robin hood,"Kevin Kline stars as Errol Flynn, one of Hollywood's greatest leading men: a lusty and vivacious actor who lived a swashbuckling life of glamour and scandal on and off the screen. But few remember the icon's last May-December romance that shocked a nation. The Last of Robin Hood is a sensational look at Hollywood's golden age and the desire for fame and acceptance.",['drama'],teen
last descent,"In 2009, John Jones explored an un-mapped section of the famous Nutty Putty Cave. After becoming stuck in a hole 18 inches wide and 150 feet under ground, rescue crews worked frantically and heroically to free him. This is the story inspired by not only the incident at Nutty Putty, but by the way John lived his entire life.",['drama'],child
last black man in san francisco,"Jimmie and his best friend Mont try to reclaim the home built by his grandfather, launching them on a poignant odyssey to find a place to call home.",['drama'],adult
king of thieves,"Based on infamous true events, a famous thief, Brian Reader (Sir Michael Caine), pulls together a band of misfit criminals to plot the biggest bank heist in British history.","['action', 'adventure']",adult
killer speaks,"The Killer Speaks confronts cold-blooded murderers to reveal, in chilling detail, what they did, how they did it, and why.",['documentary'],teen
kill team,"When a young US soldier in Afghanistan witnesses other recruits killing civilians under the direction of a sadistic sergeant, he begins to fear that the men he's serving with might be the ones to kill him.",['action'],adult
